DateTime,Entries,UniqueIPs
1538020580,916,951
1538022493,932,966
1538024424,936,968
1538028265,918,946
1538030184,925,952
1538032604,960,987
1538034759,978,1008
1538036664,1006,1037
1538038567,1009,1040
1538040494,1003,1034
1538042448,1001,1032
1538044339,1001,1032
1538046275,1027,1058
1538048181,1043,1074
1538050116,1039,1070
1538052013,1018,1049
1538053939,1002,1034
1538055868,992,1024
1538057780,977,1007
1538059707,976,1006
1538061631,989,1019
1538063552,985,1015
1538065471,1006,1035
1538067375,1004,1033
1538071453,987,1016
1538073615,982,1011
1538075548,989,1019
1538077466,1006,1036
1538079384,1006,1035
1538081306,1021,1051
1538083216,1022,1053
1538085134,1012,1043
1538087068,1035,1066
1538088969,1045,1076
1538090897,1061,1094
1538092837,1058,1091
1538095244,1037,1070
1538097139,1056,1089
1538099068,1069,1101
1538100993,1075,1107
1538102904,1074,1108
1538104809,1076,1110
1538106737,1074,1108
1538108652,1074,1109
1538110575,1072,1106
1538112493,1081,1116
1538114434,1107,1145
1538116432,1117,1154
1538120193,1086,1122
1538122098,1092,1129
1538124024,1086,1122
1538125953,1070,1109
1538127868,1070,1108
1538129799,1069,1107
1538131940,1086,1122
1538133869,1092,1127
1538136058,1088,1123
1538137955,1077,1112
1538139862,1081,1118
1538141783,1080,1116
1538143699,1068,1104
1538145610,1080,1116
1538147539,1059,1095
1538149455,1072,1107
1538151383,1091,1126
1538155217,1070,1104
1538157130,1087,1122
1538159052,1109,1144
1538160973,1113,1148
1538162890,1107,1143
1538164835,1086,1121
1538166747,1087,1121
1538168665,1076,1109
1538174434,1026,1059
1538176349,1022,1055
1538178258,1029,1061
1538180181,1040,1072
1538182093,1062,1094
1538185949,1031,1065
1538187855,1038,1071
1538189794,1048,1083
1538191694,1059,1094
1538193634,1071,1105
1538195551,1064,1098
1538197475,1056,1090
1538201314,1017,1050
1538203226,1007,1042
1538205147,1037,1072
1538207077,1044,1079
1538208983,1030,1064
1538210897,1035,1067
1538212820,1036,1066
1538216653,1038,1069
1538218590,1047,1079
1538220486,1038,1070
1538222459,1075,1107
1538224334,1070,1100
1538226256,1093,1123
1538228179,1112,1144
1538230096,1117,1149
1538232008,1116,1148
1538233933,1116,1148
1538235848,1142,1174
1538237777,1134,1162
1538239701,1143,1172
1538241614,1165,1195
1538243524,1164,1193
1538245452,1175,1206
1538247366,1155,1186
1538249289,1174,1205
1538251462,1153,1181
1538253385,1154,1182
1538257210,1148,1176
1538259139,1169,1197
1538261055,1177,1205
1538262977,1198,1226
1538264892,1198,1226
1538266811,1188,1215
1538268731,1169,1195
1538270666,1195,1221
1538272575,1181,1209
1538274493,1178,1203
1538276439,1159,1184
1538278338,1150,1177
1538282186,1128,1153
1538284110,1115,1139
1538286010,1140,1164
1538289868,1121,1142
1538291785,1129,1151
1538293698,1134,1155
1538297547,1098,1118
1538299470,1104,1123
1538301373,1110,1129
1538303317,1099,1119
1538305247,1070,1090
1538307382,1067,1086
1538309314,1068,1088
1538311234,1087,1107
1538313136,1074,1096
1538315057,1074,1096
1538316993,1078,1101
1538318895,1098,1121
1538320831,1092,1115
1538322770,1063,1085
1538324662,1088,1112
1538328489,1066,1089
1538330441,1062,1085
1538334262,1041,1065
1538336189,1028,1053
1538338121,1027,1052
1538341952,1017,1043
1538343851,1053,1081
1538345783,1053,1083
1538347692,1074,1104
1538349634,1059,1088
1538351533,1042,1071
1538353471,1047,1076
1538355369,1044,1075
1538357309,1033,1066
1538359240,1033,1066
1538361161,1030,1063
1538363072,1036,1068
1538364973,1035,1066
1538366911,1061,1092
1538368824,1059,1090
1538370995,1060,1091
1538372900,1059,1091
1538374841,1085,1118
1538376738,1065,1098
1538380579,1008,1042
1538382493,1028,1063
1538388265,1020,1055
1538390192,1027,1062
1538392115,1037,1071
1538394031,1029,1062
1538398108,991,1023
1538403853,938,966
1538405802,924,952
1538407938,926,953
1538410143,922,949
1538413935,905,933
1538415875,907,932
1538417794,907,933
1538419715,928,954
1538421629,928,954
1538423554,918,944
1538425463,926,952
1538427406,941,968
1538429550,942,969
1538431478,910,936
1538433383,900,926
1538435316,885,910
1538437224,888,915
1538439152,897,924
1538441057,893,919
1538442988,899,927
1538444903,901,929
1538446837,907,936
1538448731,890,919
1538450670,889,917
1538452585,899,926
1538454511,884,911
1538456424,872,900
1538458349,879,903
1538460252,868,893
1538462183,864,890
1538464351,868,893
1538466257,895,922
1538468434,888,915
1538470354,892,919
1538472269,902,930
1538474174,921,950
1538476108,924,954
1538478040,942,974
1538479951,957,991
1538482105,960,994
1538484012,981,1018
1538485954,987,1023
1538487861,1022,1060
1538489802,1049,1088
1538491703,1062,1101
1538493634,1067,1106
1538497468,1067,1106
1538501312,1074,1114
1538503235,1067,1107
1538505145,1085,1125
1538507064,1094,1135
1538509001,1101,1143
1538510900,1111,1153
1538512829,1114,1157
1538514980,1115,1157
1538516906,1129,1171
1538518832,1144,1186
1538520736,1146,1188
1538522665,1144,1186
1538524588,1156,1196
1538526492,1179,1219
1538528449,1192,1234
1538530339,1197,1236
1538532274,1206,1244
1538534424,1215,1252
1538538249,1220,1257
1538542238,1204,1242
1538544261,1215,1252
1538546186,1221,1259
1538548111,1234,1273
1538550038,1250,1290
1538551937,1257,1295
1538553863,1263,1302
1538555798,1279,1318
1538557720,1280,1319
1538559631,1296,1335
1538561549,1307,1346
1538563458,1317,1356
1538565401,1304,1343
1538567316,1295,1336
1538569461,1302,1343
1538571370,1299,1340
1538573306,1308,1350
1538575219,1307,1349
1538577151,1312,1352
1538579065,1305,1345
1538580992,1309,1347
1538582952,1338,1376
1538584824,1344,1382
1538586739,1368,1406
1538588670,1369,1409
1538590584,1376,1416
1538592493,1385,1426
1538594654,1384,1425
1538596602,1374,1414
1538598494,1384,1423
1538602339,1369,1406
1538604256,1358,1396
1538610015,1323,1361
1538611935,1323,1361
1538613867,1317,1354
1538616023,1300,1335
1538617930,1309,1344
1538619854,1310,1345
1538621787,1309,1344
1538623689,1335,1370
1538625635,1340,1375
1538627537,1360,1395
1538631613,1334,1371
1538633784,1345,1381
1538637613,1310,1341
1538639537,1308,1339
1538641457,1316,1347
1538643386,1303,1334
1538645292,1296,1325
1538647245,1281,1309
1538649136,1272,1301
1538651064,1266,1294
1538652982,1275,1304
1538654910,1279,1311
1538657070,1276,1309
1538658981,1278,1312
1538660892,1267,1301
1538662809,1253,1287
1538664732,1257,1290
1538666652,1266,1299
1538668580,1266,1300
1538670491,1253,1288
1538676270,1214,1244
1538678181,1222,1251
1538680110,1211,1240
1538682014,1203,1232
1538685868,1185,1214
1538687783,1205,1235
1538689694,1205,1235
1538691613,1208,1240
1538693537,1225,1258
1538695465,1249,1284
1538697881,1240,1277
1538699768,1237,1274
1538701705,1239,1275
1538703860,1243,1280
1538705791,1244,1281
1538707711,1240,1278
1538709615,1229,1268
1538713470,1201,1239
1538715370,1195,1235
1538717307,1230,1270
1538719240,1219,1258
1538721140,1205,1243
1538723072,1235,1274
1538724966,1229,1269
1538726906,1221,1262
1538728811,1211,1252
1538730986,1206,1247
1538732893,1199,1241
1538734823,1201,1243
1538736739,1198,1240
1538738653,1202,1241
1538740576,1208,1247
