DateTime,Entries,UniqueIPs
1537283559,12472,12472
1537287157,12433,12433
1537290761,12401,12401
1537294365,12371,12371
1537297966,12344,12344
1537301567,12381,12381
1537305168,12414,12414
1537308766,12408,12408
1537312365,12371,12371
1537315965,12361,12361
1537319563,12315,12315
1537323155,12316,12316
1537326765,12324,12324
1537330351,12274,12274
1537333957,12256,12256
1537337539,12216,12216
1537341155,12194,12194
1537344755,12210,12210
1537348353,12240,12240
1537351960,12226,12226
1537355553,12203,12203
1537359164,12229,12229
1537362750,12219,12219
1537366358,12224,12224
1537369953,12178,12178
1537373555,12159,12159
1537377142,12182,12182
1537380752,12144,12144
1537384348,12139,12139
1537387945,12161,12161
1537391543,12175,12175
1537395156,12219,12219
1537398754,12250,12250
1537402350,12230,12230
1537405957,12367,12367
1537409568,12494,12494
1537413174,12546,12546
1537416767,12516,12516
1537420378,12499,12499
1537423940,12447,12447
1537427561,12405,12405
1537431164,12424,12424
1537434767,12475,12475
1537438371,12536,12536
1537441968,12544,12544
1537445573,12563,12563
1537449171,12587,12587
1537452772,12572,12572
1537456359,12578,12578
1537459973,12587,12587
1537463571,12533,12533
1537467170,12557,12557
1537470762,12523,12523
1537474369,12515,12515
1537477977,12516,12516
1537481576,12545,12545
1537485174,12563,12563
1537488783,12684,12684
1537492393,12743,12743
1537495981,12744,12744
1537499574,12753,12753
1537503185,12775,12775
1537506777,12745,12745
1537510378,12721,12721
1537513967,12691,12691
1537517584,12671,12671
1537521174,12679,12679
1537524777,12678,12678
1537528378,12691,12691
1537531971,12670,12670
1537535566,12658,12658
1537539176,12632,12632
1537542761,12627,12627
1537546375,12629,12629
1537549970,12591,12591
1537553566,12593,12593
1537557169,12541,12541
1537560769,12522,12522
1537564366,12524,12524
1537567975,12554,12554
1537571577,12621,12621
1537575171,12605,12605
1537578773,12647,12647
1537582376,12633,12633
1537585978,12631,12631
1537589571,12653,12653
1537593173,12671,12671
1537596792,12621,12621
1537600372,12578,12578
1537603972,12558,12558
1537607573,12534,12534
1537611174,12576,12576
1537614776,12629,12629
1537618375,12682,12682
1537621979,12743,12743
1537625581,12777,12777
1537629180,12740,12740
1537632779,12714,12714
1537636382,12711,12711
1537639968,12685,12685
1537643575,12651,12651
1537647172,12629,12629
1537650780,12667,12667
1537654381,12684,12684
1537657974,12706,12706
1537661581,12718,12718
1537665177,12711,12711
1537668778,12718,12718
1537672375,12703,12703
1537675976,12703,12703
1537679570,12690,12690
1537683176,12673,12673
1537686771,12661,12661
1537690369,12623,12623
